part_id,machine_id,temperature_c,pressure_bar,cycle_time_s,shift,material_batch,operator_experience_years,vibration_mm_s,humidity_percent,scrap
P003025,M2,186.1,5.89,43.5,early,B5,2.5,2.7,44.3,0
P003026,M1,177.7,5.75,45.0,late,B3,2.4,2.28,54.3,0
P003027,M2,176.6,5.8,54.7,early,B1,4.7,3.42,36.7,0
P003028,M4,180.7,5.64,49.9,late,B1,3.7,2.13,50.7,0
P003029,M3,175.4,5.68,40.4,night,B5,1.2,1.73,40.6,0
P003030,M2,182.4,5.68,46.2,late,B2,6.6,2.49,41.2,0
P003031,M4,181.7,6.12,52.7,late,B4,4.2,2.83,41.9,0
P003032,M1,183.2,5.77,47.7,early,B2,2.0,2.68,51.8,0
P003033,M2,183.3,6.28,48.9,late,B3,2.2,3.02,29.9,1
P003034,M1,196.1,5.76,46.8,early,B5,8.7,2.71,49.3,0
P003035,M4,177.1,5.67,46.5,early,B3,1.3,2.62,48.4,0
P003036,M3,189.7,6.25,44.0,night,B3,9.0,2.07,40.2,0
P003037,M3,182.1,5.81,42.8,late,B3,2.9,1.87,49.5,0
P003038,M1,180.4,5.76,49.8,late,B2,3.1,1.73,38.3,0
P003039,M1,187.2,5.81,46.9,early,B3,4.5,2.2,47.6,0
P003040,M3,180.5,6.31,48.7,night,B3,0.9,2.65,38.0,0
P003041,M2,182.6,5.91,50.3,early,B1,4.1,2.86,64.4,0
P003042,M4,193.8,6.24,52.2,late,B3,5.8,2.51,54.9,0
P003043,M4,171.9,5.72,48.5,night,B4,2.5,2.03,50.0,0
P003044,M2,185.7,6.18,51.3,late,B1,3.4,3.91,40.4,0
P003045,M3,184.0,5.88,46.6,night,B5,12.0,1.93,45.8,0
P003046,M4,191.7,6.11,43.2,early,B5,6.3,2.55,46.1,0
P003047,M2,184.8,6.14,47.3,late,B4,1.7,3.2,49.9,0
P003048,M3,197.6,5.47,48.2,night,B1,2.3,2.32,51.2,0
P003049,M4,188.2,5.83,49.4,late,B3,2.8,2.14,49.8,0
P003050,M1,171.0,6.14,51.5,late,B5,6.5,2.66,50.7,0
P003051,M4,176.0,6.19,45.1,early,B1,1.7,1.9,46.6,0
P003052,M1,185.3,6.24,46.9,night,B4,5.5,3.08,50.7,0
P003053,M3,176.7,5.84,45.5,night,B5,5.5,2.43,42.9,0
P003054,M4,187.0,6.34,53.0,late,B1,3.6,2.39,39.5,0
P003055,M3,180.5,5.57,47.4,night,B2,6.7,1.66,62.8,0
P003056,M2,180.4,5.28,49.7,late,B4,1.8,2.23,51.3,0
P003057,M3,177.7,5.7,45.9,late,B5,7.6,2.28,62.4,0
P003058,M1,188.7,6.22,45.1,early,B4,0.7,3.15,45.8,0
P003059,M1,172.9,5.42,40.5,late,B3,1.6,2.4,67.3,0
P003060,M2,192.7,5.29,43.4,night,B4,0.7,2.91,48.6,0
P003061,M3,188.9,5.2,46.7,late,B3,1.9,2.47,57.2,0
P003062,M2,185.2,6.06,48.4,early,B3,5.5,3.81,48.3,0
P003063,M1,176.3,5.29,46.7,late,B4,4.6,2.1,49.3,0
P003064,M4,187.1,5.99,50.4,night,B1,4.1,3.2,47.1,0
P003065,M2,184.3,5.69,48.6,night,B2,1.9,2.57,44.1,1
P003066,M2,178.7,5.53,46.9,early,B1,3.4,2.43,55.8,0
P003067,M2,197.5,5.45,47.4,early,B4,7.6,2.71,47.9,0
P003068,M1,179.1,5.87,46.9,late,B4,1.9,2.26,54.6,0
P003069,M3,174.9,5.54,44.6,early,B1,2.0,2.55,55.2,0
P003070,M2,188.6,5.8,52.2,night,B1,2.1,1.7,59.3,0
P003071,M1,183.6,5.94,46.0,late,B2,4.0,2.37,51.4,0
P003072,M4,192.2,6.01,47.8,late,B2,5.2,2.23,35.9,0
P003073,M4,181.9,6.13,43.7,early,B3,6.0,2.17,45.4,0
P003074,M3,181.0,5.86,50.0,late,B3,2.8,1.72,47.8,1
P003075,M4,185.8,5.43,52.3,night,B2,2.6,2.34,48.1,0
P003076,M4,185.1,5.96,41.6,late,B1,2.3,2.27,58.5,0
P003077,M2,188.3,6.03,49.7,early,B4,5.0,2.56,57.1,0
P003078,M3,184.5,5.74,45.6,early,B4,0.9,1.56,46.8,0
P003079,M3,183.9,5.7,47.1,night,B4,3.1,2.34,67.4,0
P003080,M2,184.7,6.67,49.9,night,B5,3.1,2.39,45.2,0
P003081,M1,188.6,5.35,37.5,early,B5,5.5,1.56,45.9,0
P003082,M1,182.0,5.97,48.9,late,B5,1.2,2.05,39.3,0
P003083,M3,187.4,6.17,50.2,early,B4,5.8,1.95,35.5,0
P003084,M4,191.6,5.68,51.5,late,B1,4.8,2.52,38.6,0
P003085,M4,180.3,5.74,43.2,early,B2,10.7,2.25,56.1,0
P003086,M2,200.2,5.66,48.1,night,B3,9.4,2.1,53.9,0
P003087,M1,180.1,5.8,44.0,night,B4,7.3,1.9,40.9,0
P003088,M2,183.1,6.11,40.9,early,B5,0.5,1.97,48.8,0
P003089,M3,186.0,5.73,43.6,late,B4,1.3,2.81,54.5,0
P003090,M4,186.4,6.89,42.7,early,B2,6.7,3.08,31.7,0
P003091,M4,184.4,5.64,48.1,early,B4,3.1,3.14,62.2,0
P003092,M4,188.5,6.28,40.6,early,B4,9.4,2.23,56.4,0
P003093,M4,185.4,5.99,43.1,early,B4,3.7,3.08,54.5,0
P003094,M4,195.4,5.84,44.8,night,B3,5.4,2.68,57.6,0
P003095,M2,186.7,6.31,51.1,early,B4,5.1,2.38,31.7,0
P003096,M1,179.3,5.24,56.6,night,B2,3.6,2.02,46.3,1
P003097,M1,181.0,5.95,47.2,early,B2,6.8,2.22,58.1,0
P003098,M2,189.6,5.55,44.3,late,B2,5.7,2.8,47.9,0
P003099,M2,189.7,5.65,45.6,late,B2,1.4,2.91,53.9,0
P003100,M1,185.1,5.63,48.5,night,B4,12.0,2.3,59.6,0
P003101,M4,179.3,5.46,41.7,early,B2,1.3,2.34,53.6,0
P003102,M1,190.1,5.22,50.2,early,B1,2.0,2.91,45.9,0
P003103,M4,194.7,5.94,47.8,late,B1,5.3,2.45,52.6,0
P003104,M4,184.2,5.78,46.3,late,B5,4.7,2.42,34.6,0
P003105,M3,193.0,5.69,39.6,late,B3,6.0,2.2,51.9,0
P003106,M3,187.8,6.07,49.5,early,B3,3.0,2.25,54.0,0
P003107,M2,199.2,5.96,45.3,early,B5,4.9,2.14,49.2,0
P003108,M3,185.6,5.71,46.6,night,B1,2.1,1.85,57.3,0
P003109,M1,184.8,6.87,45.4,late,B5,3.7,3.4,50.2,0
P003110,M4,188.6,6.16,40.8,late,B4,8.7,1.76,49.2,0
P003111,M2,184.6,6.66,47.3,early,B4,1.3,2.87,62.7,0
P003112,M2,189.2,5.65,43.6,early,B3,7.0,2.9,40.3,0
P003113,M3,190.3,5.89,43.5,night,B4,3.2,2.76,59.1,0
P003114,M3,187.5,5.37,47.6,late,B2,1.8,2.47,58.5,0
P003115,M2,186.8,5.68,50.9,early,B2,1.9,3.6,54.8,1
P003116,M3,184.1,5.6,45.9,night,B5,3.1,2.41,44.8,0
P003117,M1,188.2,6.85,42.6,late,B2,7.3,2.91,50.7,0
P003118,M3,187.0,5.56,43.5,early,B4,4.9,2.77,41.6,0
P003119,M2,191.1,5.72,45.7,early,B5,1.2,3.44,43.5,0
P003120,M2,188.9,5.29,40.1,late,B3,6.8,2.76,49.1,0
P003121,M1,179.5,5.99,46.3,early,B2,6.1,2.48,40.9,0
P003122,M2,183.3,5.48,41.9,late,B5,0.7,2.58,46.1,0
P003123,M2,189.5,6.12,48.5,late,B5,1.7,2.82,39.2,0
P003124,M2,191.6,5.17,42.7,early,B3,7.8,2.85,53.2,1
P003125,M1,187.9,5.76,41.4,night,B1,3.6,1.37,61.1,0
P003126,M1,180.3,5.15,48.5,early,B3,6.8,2.24,65.6,0
P003127,M3,182.2,5.63,46.1,late,B3,0.4,2.7,39.7,0
P003128,M1,177.5,5.7,38.8,late,B1,0.2,1.69,41.1,0
P003129,M3,175.3,5.59,43.9,late,B3,5.6,1.86,47.6,0
P003130,M4,184.4,5.62,47.8,late,B1,2.3,3.02,54.6,0
P003131,M2,194.5,6.14,45.8,late,B4,5.8,3.35,47.3,0
P003132,M4,184.5,6.56,45.5,night,B3,6.8,2.22,56.6,0
P003133,M1,194.5,5.92,46.9,night,B4,2.3,2.38,53.2,0
P003134,M1,183.1,5.5,46.2,night,B3,3.4,2.26,34.8,0
P003135,M3,183.2,5.82,42.2,early,B4,2.8,2.83,49.4,0
P003136,M4,178.5,5.68,46.9,late,B4,2.3,2.26,39.0,0
P003137,M4,182.1,6.11,45.7,late,B1,4.2,2.33,44.4,1
P003138,M1,177.5,5.9,52.6,early,B3,6.4,2.9,45.6,0
P003139,M4,175.5,5.25,46.4,night,B4,2.0,2.05,54.8,0
P003140,M2,180.5,6.18,48.7,early,B3,2.0,2.53,48.7,0
P003141,M2,187.5,6.14,49.2,early,B2,2.3,2.81,45.2,1
P003142,M1,179.9,6.32,44.8,early,B5,5.3,2.99,65.7,0
P003143,M4,181.3,5.62,44.1,early,B1,6.8,1.96,41.8,0
P003144,M1,186.3,5.91,47.7,early,B5,2.8,1.98,51.2,0
P003145,M4,175.5,5.39,48.6,late,B4,0.6,2.77,54.2,0
P003146,M3,183.4,5.78,53.9,late,B2,1.5,2.64,50.2,0
P003147,M3,187.7,5.94,48.8,early,B1,2.7,2.4,41.7,0
P003148,M3,188.1,5.58,48.9,early,B5,1.8,2.25,41.3,0
P003149,M4,186.8,5.92,49.5,night,B3,1.2,2.56,53.9,0
P003150,M1,183.7,5.86,43.4,early,B5,3.7,1.62,57.3,0
P003151,M1,180.6,5.64,41.2,late,B5,12.0,2.35,48.5,0
P003152,M3,182.5,6.29,42.2,late,B1,1.6,2.97,38.3,0
P003153,M2,196.1,5.72,50.8,late,B4,4.3,2.16,49.0,0
P003154,M1,185.5,5.85,51.4,night,B2,5.2,1.95,61.0,0
P003155,M1,183.4,5.29,48.8,late,B5,5.5,2.12,40.8,0
P003156,M2,190.1,5.98,47.6,night,B2,3.4,2.6,46.3,0
P003157,M1,184.3,5.63,52.4,night,B1,1.2,3.13,49.4,0
P003158,M1,185.2,6.14,44.3,early,B4,6.4,1.88,57.6,0
P003159,M4,182.6,5.34,42.4,early,B3,0.8,1.99,44.6,0
P003160,M2,184.7,5.95,49.2,early,B3,3.2,3.1,52.8,0
P003161,M4,189.5,5.04,51.7,early,B2,2.9,2.21,60.0,0
P003162,M4,173.3,6.02,43.6,late,B3,1.3,2.85,37.0,0
P003163,M1,186.6,5.74,39.5,early,B5,2.3,2.21,38.4,0
P003164,M3,180.4,5.94,46.1,early,B4,5.3,2.51,48.1,0
P003165,M3,172.5,5.59,48.9,early,B5,3.2,1.59,56.7,0
P003166,M3,177.6,5.47,34.7,late,B2,1.0,2.51,51.5,0
P003167,M1,183.8,5.65,49.7,late,B5,5.9,2.4,57.4,0
P003168,M1,184.6,5.87,40.8,night,B2,10.5,2.19,35.3,0
P003169,M1,188.1,6.0,48.8,early,B5,1.1,1.75,51.7,0
P003170,M3,187.4,5.91,38.4,early,B5,3.4,2.4,26.1,0
P003171,M4,175.5,5.47,41.2,night,B1,3.5,2.83,59.5,0
P003172,M3,185.1,6.44,48.4,late,B5,1.1,2.06,58.4,0
P003173,M3,187.0,5.92,50.6,late,B4,7.9,2.07,46.3,0
P003174,M4,185.2,5.58,46.8,late,B4,3.5,2.86,30.4,0
P003175,M3,185.8,5.95,55.1,early,B3,6.5,3.07,47.2,0
P003176,M1,173.4,5.89,42.1,night,B2,4.4,2.72,57.8,0
P003177,M4,178.6,5.74,42.9,late,B5,7.7,2.6,52.2,0
P003178,M2,194.5,5.7,47.1,late,B1,4.4,2.64,63.7,0
P003179,M1,182.5,6.14,44.7,late,B5,2.5,2.29,46.5,0
P003180,M3,195.2,6.4,47.1,early,B2,5.1,1.7,65.1,0
P003181,M4,177.0,5.09,44.0,early,B4,1.8,2.43,32.7,0
P003182,M2,195.6,6.23,50.4,night,B3,5.4,3.25,42.8,0
P003183,M2,183.6,5.81,50.3,late,B2,1.6,2.77,38.5,0
P003184,M1,188.7,5.88,52.1,early,B2,3.3,2.02,54.8,0
P003185,M1,182.4,6.27,44.1,early,B2,2.8,1.98,39.2,0
P003186,M1,184.6,4.87,47.3,night,B5,4.2,2.29,56.9,0
P003187,M3,186.3,6.09,48.3,early,B4,8.6,1.74,54.4,0
P003188,M4,180.6,6.25,46.8,late,B4,2.3,2.09,50.3,0
P003189,M1,188.4,5.56,45.2,late,B4,6.2,2.99,48.0,0
P003190,M2,185.5,5.31,40.4,night,B3,7.9,2.28,40.4,0
P003191,M1,185.0,6.37,46.3,late,B5,6.1,1.94,53.7,0
P003192,M1,169.5,5.19,48.3,night,B2,4.2,2.43,44.8,0
P003193,M3,181.1,5.95,45.8,early,B5,4.0,2.1,55.0,0
P003194,M3,189.9,6.16,43.0,night,B2,2.2,2.34,60.8,0
P003195,M3,186.8,5.94,39.6,night,B2,0.8,2.69,46.3,0
P003196,M2,191.9,6.0,49.9,late,B3,3.6,2.05,59.4,1
P003197,M3,183.3,5.71,46.1,late,B4,8.3,2.64,50.3,0
P003198,M1,193.2,5.96,51.3,early,B4,9.1,2.04,53.6,0
P003199,M1,185.6,5.55,40.5,late,B4,1.0,2.17,38.2,0
P003200,M4,180.4,5.6,45.0,early,B1,8.9,3.36,43.3,0
P003201,M4,188.7,5.81,41.8,early,B1,5.2,1.87,43.2,0
P003202,M4,189.1,5.26,50.7,night,B5,4.8,2.77,59.6,0
P003203,M4,187.5,6.0,51.5,early,B5,8.3,3.01,46.0,1
P003204,M3,180.8,4.93,53.3,late,B1,6.8,1.99,53.8,0
P003205,M4,185.5,5.93,48.8,early,B5,1.6,2.2,48.2,0
P003206,M2,194.7,5.96,51.2,early,B2,2.0,2.58,46.0,0
P003207,M1,186.6,5.52,47.7,early,B5,0.7,1.99,37.0,0
P003208,M1,175.9,5.37,48.2,early,B5,4.7,2.33,33.5,0
P003209,M1,180.5,5.66,46.2,late,B4,1.7,2.7,46.1,0
P003210,M1,180.3,6.02,48.4,night,B1,2.5,2.14,46.6,0
P003211,M2,182.9,5.92,56.3,late,B4,7.7,3.17,41.8,0
P003212,M3,171.4,5.41,46.8,night,B1,5.1,2.93,50.0,0
P003213,M4,194.4,5.84,46.9,late,B2,5.2,2.69,64.5,0
P003214,M3,178.2,5.89,46.8,late,B4,12.0,2.54,60.8,0
P003215,M1,179.6,5.88,45.4,early,B1,0.2,2.03,48.7,0
P003216,M3,172.3,5.45,46.9,early,B2,1.8,1.12,49.0,0
P003217,M2,191.8,5.85,47.5,night,B4,2.8,3.01,53.6,1
P003218,M1,183.5,6.12,50.3,late,B1,1.9,2.66,50.5,0
P003219,M2,185.1,5.99,52.2,late,B2,6.5,2.86,53.6,0
P003220,M2,185.4,5.94,56.4,night,B1,3.1,3.16,50.7,0
P003221,M2,190.2,6.37,48.1,early,B4,1.4,2.5,49.2,1
P003222,M4,181.4,5.86,47.9,night,B1,4.4,2.73,43.3,0
P003223,M4,173.1,5.51,47.7,early,B2,4.9,3.16,51.3,1
P003224,M3,175.9,5.51,46.8,night,B3,1.5,2.6,30.3,0
P003225,M1,176.6,5.86,50.3,early,B2,3.2,2.9,50.5,0
P003226,M4,185.5,5.3,40.6,early,B2,5.0,3.11,31.8,0
P003227,M3,188.1,5.69,47.8,late,B5,8.0,1.75,50.5,0
P003228,M1,192.1,5.96,53.6,early,B4,2.1,2.62,40.5,0
P003229,M3,174.0,6.21,51.2,night,B1,5.4,2.02,58.6,0
P003230,M2,190.4,5.26,52.9,late,B5,2.3,2.25,49.1,0
P003231,M2,183.6,5.83,51.4,early,B3,3.8,2.62,48.4,0
P003232,M1,200.1,5.78,43.7,early,B1,1.7,3.09,51.6,0
P003233,M3,190.6,5.81,43.2,night,B5,5.3,2.06,41.5,0
P003234,M1,193.4,5.85,43.2,late,B2,7.1,1.51,57.4,0
P003235,M1,188.4,5.79,41.7,night,B2,3.3,1.65,53.9,0
P003236,M1,186.1,6.29,49.6,early,B1,3.0,2.52,44.0,0
P003237,M4,181.8,6.24,52.4,night,B5,2.8,2.16,39.9,0
P003238,M2,183.7,6.55,49.9,late,B2,1.3,1.83,45.0,0
P003239,M2,182.6,5.8,51.3,late,B3,6.0,2.12,47.1,0
P003240,M2,190.4,5.66,49.3,early,B2,7.8,2.83,39.3,0
P003241,M4,192.6,5.46,49.0,early,B5,2.0,2.85,44.3,0
P003242,M3,181.0,5.62,38.0,night,B4,4.2,2.1,43.3,0
P003243,M4,180.0,6.05,48.0,night,B3,5.2,2.79,46.4,0
P003244,M2,178.8,6.1,46.6,early,B2,2.3,3.16,46.4,0
P003245,M1,185.3,6.04,45.8,night,B4,9.1,1.95,51.9,0
P003246,M3,189.8,5.57,46.9,early,B3,4.3,2.25,48.2,0
P003247,M2,194.0,5.57,45.5,early,B5,1.0,2.48,51.2,0
P003248,M4,191.6,6.48,42.7,early,B4,7.3,2.74,50.0,0
P003249,M4,186.3,5.51,44.0,early,B1,3.4,2.22,46.4,0
P003250,M2,187.5,6.3,42.7,early,B5,2.6,2.2,53.5,0
P003251,M4,191.1,5.94,42.4,early,B1,5.7,2.52,26.0,0
P003252,M3,176.9,5.54,42.1,early,B2,2.4,2.8,45.1,0
P003253,M2,184.6,5.39,42.7,late,B3,8.7,2.98,43.4,0
P003254,M2,196.4,5.56,50.2,night,B2,7.5,3.2,49.0,0
P003255,M1,178.1,5.95,42.6,late,B5,9.5,2.71,42.9,0
P003256,M4,183.8,5.48,39.7,early,B5,12.0,2.52,52.4,0
P003257,M1,187.5,6.34,44.5,night,B1,5.1,2.03,53.8,0
P003258,M2,187.5,5.73,44.0,early,B2,3.6,2.36,36.9,0
P003259,M3,189.3,6.05,51.5,night,B2,2.3,1.59,49.8,0
P003260,M1,192.4,6.02,46.5,late,B4,5.5,2.84,37.8,0
P003261,M1,186.6,6.37,40.4,early,B3,12.0,2.15,51.8,0
P003262,M3,190.6,5.65,48.2,early,B4,1.3,1.53,44.3,0
P003263,M1,178.9,5.84,46.3,night,B1,4.5,2.86,41.6,0
P003264,M2,186.1,5.31,47.3,night,B3,1.0,2.79,34.3,0
P003265,M2,200.2,5.84,54.2,late,B2,1.0,3.19,47.3,1
P003266,M1,194.7,6.2,42.3,night,B2,8.0,2.18,38.7,0
P003267,M1,177.0,5.88,49.9,night,B4,7.2,1.94,36.1,0
P003268,M4,183.9,6.61,45.2,early,B1,2.2,2.7,49.5,0
P003269,M4,184.7,5.98,46.7,late,B1,1.5,2.74,55.8,0
P003270,M1,186.3,5.61,43.2,early,B3,9.7,2.17,51.2,0
P003271,M4,191.0,5.96,44.2,late,B4,1.6,3.09,36.6,0
P003272,M3,193.1,5.29,44.3,early,B3,1.2,2.73,46.9,0
P003273,M3,183.2,5.52,38.8,night,B1,1.6,2.55,53.4,0
P003274,M3,189.2,5.37,47.3,late,B4,4.9,1.8,46.9,0
P003275,M3,186.6,5.81,46.4,early,B2,12.0,1.74,50.6,0
P003276,M4,183.9,5.78,41.1,early,B4,2.3,3.04,44.5,0
P003277,M2,177.7,6.22,50.7,late,B2,7.9,1.77,44.9,0
P003278,M3,188.6,5.77,51.5,late,B5,4.0,2.26,42.7,0
P003279,M2,190.3,5.45,45.7,night,B2,0.6,2.82,52.9,1
P003280,M1,186.1,6.35,43.0,early,B5,2.4,2.08,53.4,0
P003281,M3,177.6,4.77,50.2,late,B2,7.2,2.28,43.6,0
P003282,M1,194.8,5.81,47.5,late,B4,7.0,2.49,54.0,0
P003283,M2,187.8,5.88,47.7,early,B3,2.1,2.49,36.6,0
P003284,M1,177.7,5.8,49.1,late,B1,6.0,2.7,46.6,0
P003285,M1,176.8,5.98,47.0,early,B1,3.3,2.56,37.2,0
P003286,M3,186.7,5.84,51.4,early,B3,4.7,2.22,38.9,0
P003287,M3,186.9,5.97,45.9,late,B1,8.2,1.93,37.1,0
P003288,M2,184.5,5.59,49.8,night,B4,2.2,2.71,42.8,0
P003289,M1,186.5,5.29,50.2,early,B1,2.7,3.25,53.0,1
P003290,M2,190.7,5.78,38.9,early,B3,8.3,2.41,47.4,0
P003291,M2,187.8,5.44,52.5,late,B2,12.0,3.44,43.3,0
P003292,M3,179.1,5.55,44.1,night,B1,6.6,1.51,46.6,0
P003293,M3,188.3,6.21,47.9,late,B2,4.5,1.91,31.5,0
P003294,M2,191.6,6.35,54.5,early,B3,6.6,2.51,52.6,0
P003295,M2,190.1,6.2,47.0,late,B2,2.4,3.18,30.0,0
P003296,M4,179.4,6.14,45.1,late,B2,3.8,2.52,42.3,0
P003297,M4,176.7,5.82,46.6,late,B2,1.0,3.09,47.4,0
P003298,M2,187.4,6.16,42.7,early,B2,2.4,2.6,51.6,0
P003299,M2,192.1,5.92,56.6,early,B3,4.9,2.73,49.9,0
P003300,M1,189.7,6.48,45.8,early,B5,4.2,2.15,47.6,0
P003301,M4,187.2,5.48,53.1,late,B3,0.4,3.41,59.7,0
P003302,M2,184.5,6.04,46.9,early,B3,3.1,2.25,64.1,0
P003303,M2,182.6,5.36,48.3,early,B4,4.2,2.52,48.1,0
P003304,M4,183.9,6.04,50.4,late,B3,4.3,2.06,47.2,0
P003305,M3,183.0,5.2,41.8,night,B5,1.2,2.56,46.7,0
P003306,M1,190.1,5.38,45.6,early,B3,6.1,1.79,43.1,0
P003307,M1,181.4,5.35,49.4,late,B2,11.5,3.12,51.0,0
P003308,M1,181.8,5.89,45.2,late,B3,6.5,2.34,58.2,0
P003309,M3,194.3,5.92,44.2,early,B4,3.8,2.49,28.1,0
P003310,M1,192.5,6.66,50.2,night,B2,9.9,2.51,46.6,0
P003311,M4,179.1,5.77,52.1,night,B2,2.4,2.49,59.9,0
P003312,M4,192.1,6.07,52.7,early,B3,5.5,2.55,51.1,0
P003313,M3,176.8,5.86,43.4,early,B5,3.5,2.34,51.3,0
P003314,M3,180.6,6.04,43.8,early,B2,10.0,2.53,35.2,0
P003315,M2,185.2,5.85,46.4,early,B3,1.7,2.38,53.6,0
P003316,M1,183.6,6.18,48.7,late,B4,1.7,1.85,56.1,0
P003317,M3,186.4,5.43,41.5,night,B4,8.4,2.67,49.6,0
P003318,M1,184.6,4.94,41.7,night,B1,5.3,2.3,42.8,0
P003319,M1,187.4,5.95,43.3,early,B2,8.9,1.4,51.5,0
P003320,M2,184.8,5.17,44.6,late,B5,1.8,2.54,39.7,1
P003321,M1,186.1,6.26,49.4,early,B5,2.1,2.99,38.6,1
P003322,M2,187.4,5.61,51.3,late,B4,4.6,2.68,54.4,0
P003323,M3,175.4,5.44,44.2,early,B1,1.0,2.06,56.8,0
P003324,M4,186.7,6.75,46.1,night,B3,4.4,1.83,42.1,0
P003325,M3,183.5,5.79,36.3,night,B1,2.7,2.04,38.7,0
P003326,M4,180.1,5.73,45.1,early,B2,3.5,1.98,41.0,0
P003327,M2,184.7,6.06,52.9,late,B5,6.0,2.94,49.6,0
P003328,M4,181.8,6.09,44.9,late,B2,6.2,2.52,38.7,0
P003329,M3,181.7,6.2,41.8,night,B1,11.1,2.14,58.3,0
P003330,M1,193.7,5.33,51.2,late,B4,7.6,1.96,44.3,1
P003331,M4,195.5,5.99,42.6,early,B4,0.6,3.19,50.9,0
P003332,M2,172.0,5.7,54.1,late,B4,1.8,2.43,42.1,0
P003333,M1,186.7,5.48,57.0,early,B5,2.0,1.98,52.7,1
P003334,M1,189.3,5.82,45.6,late,B4,7.1,2.19,53.3,0
P003335,M2,185.8,5.17,52.9,early,B4,10.1,2.7,34.6,0
P003336,M2,192.1,6.12,41.9,late,B5,1.3,2.97,42.6,1
P003337,M3,192.1,5.7,39.5,night,B2,7.2,2.72,46.7,0
P003338,M4,176.5,5.63,43.8,early,B3,3.8,2.89,43.8,0
P003339,M2,187.7,5.75,51.3,late,B3,3.4,3.84,55.0,0
P003340,M3,193.8,5.74,46.0,late,B4,2.4,1.54,43.2,0
P003341,M2,180.2,6.2,47.5,early,B3,3.1,2.85,53.7,0
P003342,M4,183.4,5.42,41.9,late,B3,4.4,2.27,51.9,0
P003343,M1,181.5,5.67,45.5,late,B1,2.6,3.2,47.1,0
P003344,M1,189.8,5.72,43.6,early,B4,5.1,2.38,54.1,0
P003345,M3,189.6,5.43,42.5,night,B1,3.4,1.39,35.7,0
P003346,M3,183.9,5.86,42.2,late,B3,3.2,2.5,47.5,0
P003347,M4,184.2,5.55,47.5,late,B3,5.8,2.62,41.8,0
P003348,M3,173.5,5.31,43.3,early,B4,4.7,2.64,47.1,0
P003349,M4,191.8,5.98,46.8,early,B3,0.4,2.17,44.2,1
P003350,M2,185.1,6.34,41.5,early,B1,5.2,2.9,48.5,0
P003351,M1,183.2,5.82,47.9,night,B3,4.6,2.18,48.1,0
P003352,M1,189.3,5.76,46.9,night,B2,7.9,2.0,49.1,0
P003353,M1,185.1,5.76,45.1,night,B2,4.7,2.45,49.4,1
P003354,M2,192.5,5.62,48.8,early,B2,3.0,2.82,52.6,1
P003355,M2,190.3,6.21,51.7,late,B1,2.3,3.22,37.9,0
P003356,M2,188.1,5.83,42.7,night,B5,0.8,2.76,52.1,0
P003357,M3,184.7,5.04,46.3,late,B2,3.8,2.57,35.9,0
P003358,M2,180.8,6.22,43.2,early,B3,2.0,2.21,25.6,0
P003359,M3,182.2,6.13,46.3,night,B5,8.7,2.93,63.8,0
P003360,M3,189.0,6.01,45.0,early,B2,3.9,1.95,40.5,0
P003361,M2,182.1,4.84,48.1,early,B5,1.5,3.16,44.4,1
P003362,M2,183.1,5.8,51.4,night,B3,0.6,2.87,33.1,0
P003363,M3,178.2,6.11,49.1,late,B5,0.9,2.36,44.4,0
P003364,M3,183.8,5.93,50.1,early,B3,4.9,2.64,49.7,0
P003365,M2,194.7,5.87,46.7,late,B1,9.4,1.79,49.9,0
P003366,M2,190.0,6.11,50.9,night,B5,5.7,2.49,38.3,0
P003367,M3,171.0,5.85,47.9,early,B5,3.5,2.64,44.5,0
P003368,M3,186.6,6.22,44.6,night,B5,12.0,3.16,51.0,0
P003369,M1,181.6,5.86,46.4,early,B1,6.5,2.29,49.9,0
P003370,M2,189.8,5.83,47.7,early,B5,4.7,1.65,49.0,0
P003371,M4,183.2,6.11,52.1,late,B2,2.9,2.36,54.1,0
P003372,M1,179.3,5.66,49.1,late,B5,9.7,2.27,47.1,0
P003373,M4,183.6,5.42,45.5,early,B5,3.1,3.0,59.1,0
P003374,M1,181.6,5.8,44.5,late,B1,2.0,2.32,45.7,0
P003375,M3,184.7,6.01,49.6,late,B2,3.6,1.73,53.6,0
P003376,M2,182.1,6.12,53.3,late,B2,4.2,3.18,53.8,0
P003377,M1,177.8,6.13,47.2,late,B2,6.9,2.56,34.9,0
P003378,M4,188.0,5.78,49.3,night,B3,1.9,2.19,51.5,0
P003379,M2,193.1,5.74,53.2,late,B3,2.2,3.07,42.9,0
P003380,M4,187.2,5.59,46.1,late,B4,2.3,2.25,39.9,0
P003381,M2,183.4,5.89,48.5,late,B4,3.5,2.62,44.6,1
P003382,M4,179.9,5.23,48.6,late,B2,1.6,2.26,49.3,0
P003383,M4,180.2,5.81,45.2,early,B1,8.7,2.36,35.5,0
P003384,M3,187.9,6.8,52.5,early,B4,0.9,2.71,48.2,0
P003385,M1,179.5,5.27,44.3,early,B1,9.9,1.5,46.3,1
P003386,M3,187.9,5.85,46.2,early,B1,6.4,2.8,56.3,0
P003387,M3,186.5,5.93,53.3,night,B4,1.8,2.38,42.9,0
P003388,M4,190.8,5.98,39.7,late,B2,3.3,2.32,57.5,0
P003389,M2,192.8,5.46,49.0,late,B1,2.1,2.76,51.1,0
P003390,M2,190.0,5.98,45.7,late,B2,6.5,2.34,47.7,0
